"CASEID","D104","D108","D111","V012","V024","V025","V131","V149","V136","V190","V155","S119"
"      005301801  2",0,0,0,44,1,2,10,1,3,1,2,10
"      005301901  2",0,0,0,23,1,2,10,3,7,1,2,10
"      005301901  5",NA,NA,NA,46,1,2,10,1,7,1,2,1
"      005302001  2",NA,NA,NA,40,1,2,10,2,5,1,2,10
"      005302001  5",NA,NA,NA,15,1,2,10,3,5,1,2,10
"      005308701  2",0,0,1,34,1,2,10,3,6,1,2,10
"      005308701  6",NA,NA,NA,14,1,2,10,2,6,1,2,10
"      005309001  2",0,0,0,29,1,2,10,4,3,1,2,10
"      005309101  2",0,0,0,39,1,2,10,1,4,1,2,10
"      005309101  4",NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA
"      005309201  3",1,1,0,25,1,2,10,4,7,1,2,10
"      005309301  2",0,0,0,28,1,2,10,4,5,1,2,10
"      005311101  2",0,0,0,42,1,2,10,5,2,2,2,10
"      005311301  2",0,0,0,31,1,2,10,2,5,1,2,10
"      005311501  2",0,0,0,34,1,2,10,2,4,1,2,10
"      005311601  2",0,0,0,31,1,2,10,2,4,1,2,10
"      005400101  2",NA,NA,NA,35,1,2,10,2,9,1,2,10
"      005400101  3",NA,NA,NA,16,1,2,10,3,9,1,2,10
"      005400101  4",NA,NA,NA,15,1,2,10,3,9,1,2,10
"      005401801  2",0,0,0,36,1,2,10,1,5,1,2,10
"      005401801  3",NA,NA,NA,18,1,2,10,3,5,1,2,10
"      005401801  4",NA,NA,NA,16,1,2,10,3,5,1,2,10
"      005402801  1",0,0,0,40,1,2,10,2,8,1,2,10
"      005402902  3",NA,NA,NA,14,1,2,10,3,4,1,2,10
"      005403001  2",1,0,1,30,1,2,10,4,4,1,2,10
"      005403201  4",NA,NA,NA,15,1,2,10,3,6,1,2,10
"      005406501  2",0,0,0,38,1,2,10,2,5,1,2,10
"      005406501  3",NA,NA,NA,14,1,2,10,3,5,1,2,10
"      005406701  1",NA,NA,NA,47,1,2,10,1,2,1,1,10
"      005406701  2",NA,NA,NA,14,1,2,10,3,2,1,2,10
"      005701601  2",0,0,0,33,1,2,10,3,2,1,2,10
"      005701701  2",0,0,0,30,1,2,10,4,5,1,2,10
"      005701801  2",NA,NA,NA,44,1,2,10,2,6,1,2,10
"      005701801  3",NA,NA,NA,15,1,2,10,3,6,1,2,10
"      005701901  1",0,0,0,44,1,2,10,4,3,1,2,10
"      005701901  2",NA,NA,NA,15,1,2,10,3,3,1,2,10
"      005706601  2",0,0,0,20,1,2,10,4,3,1,2,10
"      005706701  2",0,0,0,27,1,2,10,4,4,1,2,10
"      005707001  4",NA,NA,NA,14,1,2,10,3,5,1,2,10
"      005707101  2",NA,NA,NA,45,1,2,10,2,7,1,2,10
"      005707101  3",NA,NA,NA,18,1,2,10,4,7,1,2,10
"      005707101  4",NA,NA,NA,16,1,2,10,3,7,1,2,10
"      005707101  5",NA,NA,NA,13,1,2,10,3,7,1,2,10
"      005707201  2",1,0,0,29,1,2,10,1,4,1,2,10
"      005707201  4",NA,NA,NA,12,1,2,10,1,4,1,2,10
"      005711101  2",0,0,0,27,1,2,10,5,3,1,2,10
"      005711601  2",1,0,0,28,1,2,10,2,6,1,2,10
"      005711601  3",NA,NA,NA,12,1,2,10,2,6,1,2,10
"      005711801  4",0,0,0,37,1,2,10,1,7,1,2,10
"      005711901  2",0,0,0,25,1,2,10,2,3,1,2,10
"      005712001  2",0,0,0,24,1,2,10,3,6,1,2,10
"      005802601  2",0,0,0,35,1,2,10,5,4,3,2,10
"      005803701  2",0,0,0,21,1,2,10,4,3,5,2,10
"      005804101  2",0,0,0,30,1,2,10,4,4,2,2,10
"      005804901  2",0,0,0,28,1,2,10,4,3,5,2,10
"      005805201  2",1,0,1,29,1,2,10,4,4,3,2,10
"      005805401  2",0,0,0,27,1,2,10,4,4,3,2,10
"      005806401  2",0,0,0,36,1,2,10,5,6,2,2,10
"      005809501  2",0,0,0,45,1,2,10,4,5,2,2,10
"      005809501  5",NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA
"      005810001  2",0,0,0,36,1,2,10,5,4,3,2,10
"      005810501  3",0,0,0,24,1,2,10,5,5,2,2,10
"      005812701  3",0,0,0,30,1,2,10,5,5,3,2,10
"      006102501  1",0,0,0,37,2,1,10,5,5,3,2,10
"      006102501  3",NA,NA,NA,13,2,1,10,3,5,3,2,10
"      006105401  2",1,0,1,48,2,1,10,3,5,3,2,10
"      006105401  4",NA,NA,NA,14,2,1,10,3,5,3,2,10
"      006106701  3",NA,NA,NA,38,2,1,10,4,4,4,2,10
"      006109401  1",1,0,0,34,2,1,10,3,6,2,2,10
"      006110101  2",0,0,0,24,2,1,10,4,5,3,2,10
"      006112301  2",0,0,0,48,2,1,10,5,4,4,2,10
"      006305901  2",NA,NA,NA,21,2,1,10,4,2,3,2,10
"      006305902  2",0,0,0,25,2,1,10,4,3,2,2,10
"      006306901  3",NA,NA,NA,40,2,1,10,3,10,3,2,10
"      006306901  5",NA,NA,NA,34,2,1,10,2,10,3,2,10
"      006306901  7",NA,NA,NA,13,2,1,10,3,10,3,2,10
"      006312401  5",NA,NA,NA,27,2,1,10,4,9,4,2,10
"      006312401  7",NA,NA,NA,16,2,1,10,3,9,4,2,10
"      006312401  9",NA,NA,NA,29,2,1,10,5,9,4,2,10
"      006313701  3",0,0,0,32,2,1,10,5,5,5,2,10
"      006314801  2",0,0,1,35,2,1,10,4,4,3,2,10
"      006315901  6",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      006315901 10",NA,NA,NA,32,2,1,10,5,12,5,2,10
"      006500101  3",NA,NA,NA,24,2,1,10,5,4,4,2,10
"      006500102  3",NA,NA,NA,27,2,1,10,5,6,3,2,10
"      006500102  5",NA,NA,NA,24,2,1,10,5,6,3,2,10
"      006502302  1",0,0,0,44,2,1,10,4,4,3,2,10
"      006502303  3",1,0,0,30,2,1,10,4,5,3,2,10
"      006506101  4",1,1,1,21,2,1,10,5,8,2,2,10
"      006506101  7",NA,NA,NA,26,2,1,10,4,8,2,2,10
"      006507301  2",1,0,0,23,2,1,10,5,3,4,2,10
"      006507801  2",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      006508301  2",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      006508501  1",1,0,1,25,2,1,10,5,2,4,2,10
"      006509201  2",0,0,0,32,2,1,10,5,3,2,2,10
"      006600701  2",0,0,0,36,2,1,10,5,5,3,2,10
"      006602401  3",NA,NA,NA,31,2,1,10,5,9,5,2,10
"      006602401  7",NA,NA,NA,20,2,1,10,5,9,5,2,10
"      006604001  2",NA,NA,NA,49,2,1,10,4,5,3,2,10
"      006604001  4",0,0,0,25,2,1,10,5,5,3,2,10
"      006606301  2",0,0,0,44,2,1,10,5,5,5,2,10
"      006606301  3",NA,NA,NA,13,2,1,10,3,5,5,2,10
"      006606801  1",NA,NA,NA,39,2,1,10,4,3,5,2,10
"      006606801  2",NA,NA,NA,19,2,1,10,5,3,5,2,10
"      006607401  2",0,0,0,40,2,1,10,5,5,5,2,10
"      006607401  4",NA,NA,NA,13,2,1,10,3,5,5,2,10
"      006607801  2",0,0,0,26,2,1,10,5,4,4,2,10
"      006610001  2",NA,NA,NA,39,2,1,10,5,4,4,2,10
"      006703901  2",0,0,0,28,2,1,10,4,4,3,2,10
"      006704101  3",NA,NA,NA,30,2,1,10,5,4,3,2,10
"      006704101  4",NA,NA,NA,27,2,1,10,5,4,3,2,10
"      006704301  2",NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA
"      006704301  3",NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA
"      006704301  5",NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA
"      006705901  3",NA,NA,NA,24,2,1,10,5,6,5,2,10
"      006705901  4",NA,NA,NA,29,2,1,10,5,6,5,2,10
"      006709001  2",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      006709201  2",0,0,0,32,2,1,10,3,6,3,2,10
"      006711201  2",0,0,0,39,2,1,10,5,5,4,2,10
"      006712601  2",0,0,0,23,2,1,10,4,4,4,2,10
"      006800101  2",0,0,0,49,2,1,10,5,3,4,2,10
"      006800101  3",NA,NA,NA,14,2,1,10,3,3,4,2,10
"      006802901  1",0,1,1,48,2,1,10,5,8,4,2,10
"      006802901  5",NA,NA,NA,28,2,1,10,5,8,4,2,10
"      006804101  2",NA,NA,NA,42,2,1,10,4,8,4,2,10
"      006804101  3",NA,NA,NA,17,2,1,10,4,8,4,2,10
"      006804101  4",NA,NA,NA,13,2,1,10,3,8,4,2,10
"      006804101  6",0,0,0,23,2,1,10,5,8,4,2,10
"      006804801  1",0,0,0,38,2,1,10,1,6,3,2,10
"      006808401  3",0,0,1,20,2,1,10,5,4,3,2,10
"      006810501  1",NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA
"      006810501  3",NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA
"      006812901  1",0,0,0,46,2,1,10,2,4,3,2,10
"      006812901  2",NA,NA,NA,26,2,1,10,5,4,3,2,10
"      006901001  2",NA,NA,NA,22,2,1,10,4,3,3,2,10
"      006903601  2",0,0,0,43,2,1,10,1,4,3,2,10
"      006903601  4",NA,NA,NA,14,2,1,10,3,4,3,2,10
"      006903602  2",0,0,1,21,2,1,10,3,4,3,2,10
"      006905101  1",0,0,0,42,2,1,10,3,8,5,2,10
"      006905101  2",NA,NA,NA,25,2,1,10,4,8,5,2,10
"      006906101  2",0,0,0,26,2,1,10,4,3,3,2,10
"      006908601  2",NA,NA,NA,40,2,1,10,4,5,5,2,10
"      006908601  3",NA,NA,NA,21,2,1,10,5,5,5,2,10
"      006908601  4",NA,NA,NA,18,2,1,10,4,5,5,2,10
"      006908601  5",NA,NA,NA,13,2,1,10,3,5,5,2,10
"      006910301  2",NA,NA,NA,48,2,1,10,2,7,4,2,10
"      006910301  3",NA,NA,NA,15,2,1,10,3,7,4,2,10
"      006910301  4",NA,NA,NA,29,2,1,10,3,7,4,2,10
"      006912301  2",0,0,0,30,2,1,10,4,4,4,2,10
"      006912501  2",0,0,0,45,2,1,10,3,6,4,2,10
"      006912501  4",NA,NA,NA,24,2,1,10,5,6,4,2,10
"      006914101  2",0,0,0,45,2,1,10,5,6,4,2,10
"      006914101  4",NA,NA,NA,12,2,1,10,2,6,4,2,10
"      006914101  6",NA,NA,NA,21,2,1,10,5,6,4,2,10
"      007000701  2",0,0,0,28,2,1,10,5,3,2,2,10
"      007002801  5",1,0,0,19,2,1,10,4,6,4,2,10
"      007002802  2",0,0,0,34,2,1,10,4,5,3,2,10
"      007003401  2",NA,NA,NA,41,2,1,10,1,7,4,2,10
"      007003401  3",NA,NA,NA,18,2,1,10,3,7,4,2,10
"      007003401  5",0,0,0,21,2,1,10,4,7,4,2,10
"      007003901  2",0,0,0,34,2,1,10,5,3,5,2,10
"      007005201  2",NA,NA,NA,41,2,1,10,4,6,4,2,10
"      007005201  4",NA,NA,NA,17,2,1,10,4,6,4,2,10
"      007006401  2",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007009201  2",0,0,0,44,2,1,10,4,6,4,2,10
"      007010801  1",0,0,0,37,2,1,10,4,3,5,2,10
"      007202001  1",0,0,0,40,2,1,10,3,4,1,2,10
"      007204001  2",0,0,0,38,2,1,10,4,5,4,2,10
"      007205101  3",NA,NA,NA,30,2,1,10,4,7,4,2,10
"      007205101  4",NA,NA,NA,35,2,1,10,4,7,4,2,10
"      007205101  6",NA,NA,NA,23,2,1,10,1,7,4,1,10
"      007205901  2",NA,NA,NA,40,2,1,10,4,6,4,2,10
"      007205901  3",NA,NA,NA,22,2,1,10,5,6,4,2,10
"      007205901  4",NA,NA,NA,18,2,1,10,5,6,4,2,10
"      007208701  2",0,0,0,25,2,1,10,2,3,3,2,10
"      007210101  2",0,0,0,37,2,1,10,4,5,5,2,10
"      007210101  3",NA,NA,NA,20,2,1,10,5,5,5,2,10
"      007303601  2",0,0,0,33,2,1,10,5,5,5,2,10
"      007305601  2",NA,NA,NA,37,2,1,10,4,6,4,2,10
"      007305601  4",NA,NA,NA,16,2,1,10,3,6,4,2,10
"      007307501  2",0,0,0,47,2,1,10,1,3,5,1,1
"      007307501  3",NA,NA,NA,25,2,1,10,5,3,5,2,10
"      007308401  1",0,0,0,30,2,1,10,5,2,3,2,10
"      007311801  4",0,0,0,36,2,1,10,4,6,4,2,10
"      007313301  1",NA,NA,NA,NA,2,1,NA,NA,NA,3,NA,NA
"      007313301  3",NA,NA,NA,NA,2,1,NA,NA,NA,3,NA,NA
"      007313901  2",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007313901  6",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007313901  9",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007314501  3",0,0,0,31,2,1,10,4,6,2,2,10
"      007314601  2",NA,NA,NA,22,2,1,10,5,3,5,2,10
"      007403701  2",0,0,0,48,2,1,10,3,7,5,2,10
"      007403701  5",NA,NA,NA,23,2,1,10,4,7,5,2,10
"      007405601  2",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007405601  3",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007405601  5",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007405601  8",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007405601  9",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007406501  2",0,0,0,34,2,1,10,5,6,5,2,10
"      007408201  3",NA,NA,NA,41,2,1,10,1,7,4,2,10
"      007408201  5",0,0,0,43,2,1,10,4,7,4,2,10
"      007408301  2",0,0,0,37,2,1,10,5,6,5,2,10
"      007416401  4",NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA
"      007416401  7",NA,NA,NA,35,2,1,10,4,10,4,2,10
"      007416401  9",NA,NA,NA,15,2,1,10,3,10,4,2,10
"      007504801  4",0,0,0,35,2,1,10,5,6,5,2,10
"      007506001  1",0,0,0,29,2,1,10,5,3,5,2,10
"      007506701  3",0,0,0,34,2,1,10,4,7,5,2,10
"      007506701  7",NA,NA,NA,20,2,1,10,4,7,5,2,10
"      007511101  3",0,0,0,25,2,1,10,5,5,5,2,10
"      007512801  3",0,0,0,42,2,1,10,5,4,5,2,10
"      007514001  2",NA,NA,NA,15,2,1,10,3,2,5,2,10
"      007600701  2",0,0,0,38,2,1,10,5,5,3,2,10
"      007600701  3",NA,NA,NA,15,2,1,10,3,5,3,2,10
"      007601601  4",1,0,0,26,2,1,10,5,6,5,2,10
"      007602601  3",0,0,0,23,2,1,10,5,4,3,2,10
"      007604901  4",NA,NA,NA,18,2,1,10,5,6,5,2,10
"      007606201  1",0,0,0,44,2,1,10,4,4,5,2,10
"      007609201  2",NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA
"      007610401  2",0,0,0,33,2,1,10,5,5,4,2,10
"      007610601  2",0,0,0,30,2,1,10,2,5,3,2,10
"      007701901  2",0,0,0,32,2,1,10,4,4,3,2,10
"      007703001  2",NA,NA,NA,22,2,1,10,5,7,3,2,10
"      007703001  4",0,0,0,25,2,1,10,4,7,3,2,10
"      007704501  1",1,0,0,43,2,1,10,2,8,3,2,10
"      007704501  3",NA,NA,NA,14,2,1,10,2,8,3,2,10
"      007704501  4",NA,NA,NA,26,2,1,10,4,8,3,2,10
"      007707501  2",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      007707701  1",0,0,0,47,2,1,10,1,4,2,1,1
"      007707701  4",NA,NA,NA,17,2,1,10,3,4,2,2,10
"      007708001  3",NA,NA,NA,23,2,1,10,5,3,4,2,10
"      007708601  3",0,0,0,26,2,1,10,5,6,4,2,10
"      007709801  2",0,0,0,39,2,1,10,3,6,3,2,10
"      007711101  5",0,0,0,24,2,1,10,5,6,4,2,10
"      007711501  1",NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA
"      007711501  3",NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA
"      007802301  1",NA,NA,NA,37,2,1,10,5,2,2,2,10
"      007803401  2",0,0,0,47,2,1,10,2,3,2,2,10
"      007803401  3",NA,NA,NA,12,2,1,10,2,3,2,2,10
"      007804601  2",0,0,0,29,2,1,10,3,5,3,2,1
"      007812701  4",NA,NA,NA,20,2,1,10,5,5,3,2,10
"      007812701  5",NA,NA,NA,18,2,1,10,4,5,3,2,10
"      007813201  2",0,0,1,23,2,1,10,5,3,3,2,10
"      007813501  2",0,0,0,38,2,1,10,5,4,5,2,1
"      007813601  2",0,0,0,41,2,1,10,5,5,4,2,10
"      007816901  2",0,0,0,21,2,1,10,5,4,4,2,10
"      008002301  2",0,0,0,26,2,1,10,4,4,3,2,10
"      008004101  3",NA,NA,NA,NA,2,1,NA,NA,NA,2,NA,NA
"      008006401  2",0,0,0,42,2,1,1,3,5,1,2,1
"      008006401  3",NA,NA,NA,13,2,1,10,3,5,1,2,10
"      008007601  1",NA,NA,NA,37,2,1,1,3,5,1,2,1
"      008007601  3",0,0,0,21,2,1,10,3,5,1,2,10
"      008012401  2",0,0,0,30,2,1,10,1,4,2,2,1
"      008013201  2",0,0,0,28,2,1,10,4,3,1,2,10
"      008500701  2",NA,NA,NA,25,2,1,10,5,3,2,2,10
"      008502401  2",0,0,0,28,2,1,10,4,3,2,2,10
"      008506301  1",0,0,0,35,2,1,10,4,4,1,2,10
"      008506301  2",NA,NA,NA,12,2,1,10,2,4,1,2,10
"      008507301  2",1,0,0,25,2,1,10,5,4,2,2,10
"      008507501  2",0,0,0,35,2,1,10,5,5,3,2,10
"      008508401  1",0,0,0,26,2,1,10,4,5,1,2,10
"      008510201  1",0,0,0,29,2,1,10,5,1,2,2,1
"      008512001  1",0,0,0,29,2,1,10,5,5,1,2,10
"      008700602  1",NA,NA,NA,38,2,1,10,4,5,3,2,10
"      008700602  3",NA,NA,NA,18,2,1,10,4,5,3,2,10
"      008700602  4",NA,NA,NA,13,2,1,10,3,5,3,2,10
"      008700603  1",1,0,0,35,2,1,10,4,3,3,2,10
"      008700604  2",0,0,0,27,2,1,10,4,4,3,2,10
"      008702601  2",0,0,1,34,2,1,10,2,4,4,2,10
"      008705801  3",NA,NA,NA,26,2,1,10,4,8,4,2,10
"      008705801  5",NA,NA,NA,36,2,1,10,3,8,4,2,10
"      008705801  7",NA,NA,NA,29,2,1,10,2,8,4,2,10
"      008707401  3",NA,NA,NA,35,2,1,10,3,13,4,2,10
"      008707401  7",NA,NA,NA,30,2,1,10,1,13,4,2,10
"      008707401  9",NA,NA,NA,13,2,1,10,3,13,4,2,10
"      008707401 12",0,0,0,21,2,1,10,3,13,4,2,10
"      008710201  1",NA,NA,NA,43,2,1,10,0,4,1,0,10
"      008710201  2",NA,NA,NA,20,2,1,10,4,4,1,2,10
"      008710801  2",0,0,0,30,2,1,10,4,4,3,2,10
"      008715001  2",0,0,0,38,2,1,10,3,5,3,2,10
"      008716201  2",1,0,0,27,2,1,10,1,4,3,2,10
"      008801001  2",0,0,0,42,2,1,10,4,4,3,2,10
"      008801701  3",0,0,0,22,2,1,10,4,6,3,2,10
"      008803601  3",0,0,0,29,2,1,10,5,4,4,2,10
"      008805301  2",0,0,0,37,2,1,10,1,4,2,2,10
"      008805301  3",NA,NA,NA,12,2,1,10,2,4,2,1,10
"      008806001  3",1,0,0,19,2,1,10,4,5,3,2,10
"      008806501  2",0,0,0,39,2,1,10,3,4,4,2,10
"      008806501  3",NA,NA,NA,18,2,1,10,4,4,4,2,10
"      008809601  2",0,0,0,28,2,1,10,5,3,3,2,10
"      009102201  6",NA,NA,NA,28,2,1,10,5,11,3,2,10
"      009102201  9",0,0,0,26,2,1,10,4,11,3,2,10
"      009103601  1",1,0,1,37,2,1,10,2,5,2,2,6
"      009108201  2",0,0,0,24,2,1,10,3,7,3,2,10
"      009110701  2",NA,NA,NA,19,2,1,10,2,4,3,2,10
"      009112301  2",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      009200401  2",1,0,0,20,2,1,10,4,4,3,2,10
"      009200601  2",0,0,1,36,2,1,10,0,6,1,0,1
"      009204901  2",1,1,1,32,2,1,10,2,6,1,2,10
"      009205501  2",0,0,0,33,2,1,10,5,4,3,2,10
"      009207301  1",1,0,0,40,2,1,10,4,3,2,2,10
"      009207301  3",NA,NA,NA,17,2,1,10,4,3,2,2,10
"      009207801  2",0,0,0,26,2,1,10,4,4,4,2,10
"      009208101  2",1,0,0,40,2,1,10,4,5,3,2,10
"      009301601  1",0,0,0,42,2,1,10,4,2,3,2,10
"      009301901  2",0,0,0,27,2,1,10,4,5,4,2,10
"      009301901  5",NA,NA,NA,46,2,1,10,2,5,4,2,1
"      009302201  2",NA,NA,NA,38,2,1,10,5,5,5,2,10
"      009302201  3",NA,NA,NA,16,2,1,10,4,5,5,2,10
"      009302301  2",0,0,0,33,2,1,10,4,3,3,2,10
"      009304401  2",0,0,0,27,2,1,10,5,3,4,2,10
"      009305901  2",1,0,0,28,2,1,10,5,6,4,2,10
"      009308801  4",NA,NA,NA,22,2,1,10,5,10,4,2,10
"      009310701  2",NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA
"      009400701  2",0,0,0,41,2,1,10,3,4,4,2,10
"      009400901  2",0,0,0,41,2,1,10,1,4,3,2,1
"      009400901  3",NA,NA,NA,14,2,1,10,3,4,3,2,10
"      009403201  2",0,0,0,35,2,1,10,3,5,4,2,10
"      009403201  4",NA,NA,NA,14,2,1,10,3,5,4,2,10
"      009404901  2",NA,NA,NA,29,2,1,10,1,5,3,2,10
"      009404901  3",NA,NA,NA,27,2,1,10,2,5,3,2,10
"      009405101  1",1,0,0,46,2,1,10,2,3,3,2,1
"      009406301  1",0,0,0,49,2,1,10,5,2,5,2,10
"      009407101  3",0,0,0,29,2,1,10,4,6,3,2,10
"      009602801  2",0,0,1,31,2,2,10,5,3,1,2,10
"      009602901  2",0,0,0,29,2,2,10,2,5,2,2,10
"      009603101  2",0,0,0,32,2,2,10,4,4,1,2,10
"      009608101  2",0,0,0,20,2,2,10,3,4,1,2,10
"      009608201  2",0,0,0,28,2,2,10,4,4,2,2,10
"      009608301  1",1,0,0,22,2,2,10,4,3,1,2,10
"      009608401  2",0,0,0,33,2,2,10,4,6,1,2,10
"      009608401  5",NA,NA,NA,12,2,2,10,2,6,1,2,10
"      009614601  3",0,0,0,38,2,2,10,4,6,2,2,10
"      009614701  2",0,0,0,34,2,2,10,3,4,3,2,10
"      009614801  1",0,0,1,41,2,2,10,4,2,1,2,1
"      009802001  2",0,0,0,38,2,2,1,1,6,1,1,1
"      009802101  2",0,0,0,38,2,2,1,1,3,1,2,1
"      009802101  3",NA,NA,NA,16,2,2,10,3,3,1,2,10
"      009802401  2",0,0,0,36,2,2,1,4,5,1,2,1
"      009802501  2",0,0,0,24,2,2,1,2,5,1,2,1
"      009805101  3",0,0,0,27,2,2,10,5,8,1,2,10
"      009805101  6",NA,NA,NA,22,2,2,10,4,8,1,2,10
"      009805201  2",0,0,0,40,2,2,1,1,6,1,2,1
"      009805801  4",0,0,0,28,2,2,1,5,4,1,2,1
"      009810001  2",0,0,0,40,2,2,1,5,5,2,2,1
"      009810201  3",NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA
"      009810301  2",0,0,0,38,2,2,10,1,6,1,2,10
"      009810301  3",NA,NA,NA,25,2,2,10,5,6,1,2,10
"      009901801  2",0,0,0,32,2,2,10,5,3,2,2,1
"      009902701  2",1,0,0,37,2,2,10,5,4,5,2,10
"      009903101  2",0,0,0,44,2,2,10,5,5,1,2,10
"      009903101  4",NA,NA,NA,24,2,2,10,5,5,1,2,10
"      009903601  2",0,0,0,35,2,2,10,2,5,1,0,1
"      009904301  2",0,0,0,33,2,2,10,5,4,2,2,1
"      009906201  2",0,0,0,35,2,2,10,5,4,3,2,1
"      009906401  2",0,0,0,36,2,2,1,3,6,1,2,1
"      009906801  2",0,0,0,30,2,2,1,5,4,1,2,1
"      009907801  2",NA,NA,NA,44,2,2,10,3,5,1,2,1
"      009907801  3",NA,NA,NA,17,2,2,10,4,5,1,2,10
"      009908801  2",1,1,0,42,2,2,10,5,7,1,2,1
"      009908801  3",NA,NA,NA,24,2,2,10,5,7,1,2,10
"      009908801  4",NA,NA,NA,16,2,2,10,3,7,1,2,10
"      009909401  1",0,0,0,28,2,2,1,4,3,2,2,1
"      009909801  2",1,0,0,31,2,2,1,2,5,2,0,1
"      009910501  1",0,0,0,47,2,2,1,5,5,1,2,1
"      010000601  2",0,0,0,36,2,2,1,4,4,1,2,1
"      010000701  2",1,0,0,34,2,2,1,5,4,1,2,1
"      010000801  1",0,0,0,39,2,2,10,4,2,1,2,10
"      010000901  2",0,0,0,41,2,2,7,1,3,1,1,1
"      010001001  2",NA,NA,NA,48,2,2,1,3,3,1,2,1
"      010001001  3",NA,NA,NA,15,2,2,1,3,3,1,2,10
"      010002201  2",0,0,0,31,2,2,1,4,4,1,2,1
"      010002201  3",NA,NA,NA,14,2,2,10,3,4,1,2,1
"      010002301  3",0,1,0,24,2,2,1,5,4,1,2,1
"      010002901  4",0,0,0,22,2,2,1,4,5,1,2,1
"      010004701  2",0,0,0,41,2,2,1,1,6,1,1,1
"      010004701  4",NA,NA,NA,14,2,2,1,3,6,1,2,1
"      010005701  2",1,0,0,44,2,2,1,1,4,1,2,1
"      010005701  3",NA,NA,NA,15,2,2,1,3,4,1,2,1
"      010005901  2",0,0,0,45,2,2,10,2,6,1,2,1
"      010101601  2",NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA
"      010101701  1",1,1,0,40,2,2,1,1,3,1,0,1
"      010101701  2",NA,NA,NA,18,2,2,1,4,3,1,2,1
"      010101801  2",0,0,0,33,2,2,1,1,4,1,2,1
"      010101801  3",NA,NA,NA,14,2,2,1,3,4,1,2,1
"      010103401  4",NA,NA,NA,20,2,2,1,5,4,1,2,1
"      010103501  1",1,0,0,34,2,2,1,4,3,1,2,1
"      010103601  3",NA,NA,NA,35,2,2,1,3,6,1,2,1
"      010103601  4",NA,NA,NA,16,2,2,1,3,6,1,2,1
"      010105501  2",0,0,0,48,2,2,1,1,3,1,2,1
"      010105601  2",0,0,0,34,2,2,1,1,7,1,2,1
"      010105601  3",NA,NA,NA,14,2,2,1,3,7,1,2,1
"      010105601  4",NA,NA,NA,12,2,2,1,2,7,1,2,1
"      010105801  2",0,0,0,19,2,2,1,3,5,1,2,1
"      010108501  2",NA,NA,NA,38,2,2,1,4,4,1,2,1
"      010108501  3",NA,NA,NA,13,2,2,1,2,4,1,2,1
"      010108601  2",NA,NA,NA,38,2,2,1,4,4,1,2,1
"      010108601  4",NA,NA,NA,15,2,2,1,3,4,1,2,1
"      010303601  3",NA,NA,NA,18,2,2,10,5,5,1,2,10
"      010303601  4",NA,NA,NA,13,2,2,10,3,5,1,2,10
"      010303901  2",0,0,0,40,2,2,1,1,4,1,0,1
"      010304201  2",NA,NA,NA,36,2,2,1,2,6,1,1,1
"      010304201  3",NA,NA,NA,17,2,2,10,4,6,1,2,1
"      010304201  4",NA,NA,NA,12,2,2,1,2,6,1,2,1
"      010304201  5",NA,NA,NA,12,2,2,1,2,6,1,2,10
"      010304901  2",0,0,0,31,2,2,1,2,6,1,1,1
"      010306501  2",1,0,1,41,2,2,1,5,6,1,2,1
"      010306501  3",NA,NA,NA,20,2,2,10,5,6,1,2,1
"      010306601  1",0,0,0,41,2,2,1,3,2,1,2,1
"      010307001  1",0,0,0,25,2,2,1,5,2,1,2,1
"      010307101  3",1,0,0,18,2,2,1,4,4,1,2,1
