"CASEID","D104","D108","D111","V012","V024","V025","V131","V149","V136","V190","V155","S119"
"      355310301  3",NA,NA,NA,25,15,1,10,5,5,4,2,10
"      355310301  4",NA,NA,NA,24,15,1,10,5,5,4,2,10
"      355312901  3",NA,NA,NA,30,15,1,10,5,4,5,2,10
"      355313001  1",0,0,0,44,15,1,10,4,3,5,2,10
"      355400901  2",0,0,0,37,15,1,10,5,3,4,2,10
"      355401401  1",0,0,0,25,15,1,10,3,3,3,2,10
"      355401801  2",0,0,0,38,15,1,10,5,3,4,2,10
"      355402101  2",0,0,0,36,15,1,10,4,5,5,2,10
"      355402101  4",NA,NA,NA,13,15,1,10,3,5,5,2,10
"      355402601  2",NA,NA,NA,48,15,1,10,4,8,3,2,10
"      355402601  5",NA,NA,NA,NA,15,1,NA,NA,NA,3,NA,NA
"      355402601  8",NA,NA,NA,NA,15,1,NA,NA,NA,3,NA,NA
"      355406501  2",0,0,0,29,15,1,10,5,3,4,2,10
"      355406801  1",1,1,0,28,15,1,10,4,4,1,2,10
"      355503501  3",NA,NA,NA,23,15,1,10,5,4,4,2,10
"      355505001  1",1,0,0,29,15,1,10,5,4,4,2,10
"      355506701  2",NA,NA,NA,28,15,1,10,5,7,4,2,10
"      355506701  4",NA,NA,NA,26,15,1,10,5,7,4,2,10
"      355506701  5",NA,NA,NA,20,15,1,10,4,7,4,2,10
"      355506701  6",NA,NA,NA,13,15,1,10,2,7,4,0,10
"      355506701  7",NA,NA,NA,48,15,1,10,4,7,4,2,10
"      355508901  2",0,0,0,35,15,1,10,4,5,3,2,10
"      355512001  2",NA,NA,NA,32,15,1,10,4,5,4,2,10
"      355512001  3",NA,NA,NA,15,15,1,10,3,5,4,2,10
"      355513701  3",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      355515601  1",NA,NA,NA,34,15,1,10,3,3,2,2,10
"      355603301  3",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355603301  4",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355606101  2",0,0,0,46,15,1,10,5,4,5,2,10
"      355606501  2",0,0,0,30,15,1,10,5,2,5,2,10
"      355609001  2",0,0,0,27,15,1,10,5,3,5,2,10
"      355610301  3",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355610301  4",NA,NA,NA,30,15,1,10,5,6,5,2,10
"      355615101  3",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355615101  4",NA,NA,NA,37,15,1,10,5,11,5,2,10
"      355615101  5",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355615101  8",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355615101  9",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355615601  4",0,0,1,33,15,1,10,5,6,4,2,10
"      355701601  2",NA,NA,NA,43,15,1,10,4,4,5,2,10
"      355701601  3",NA,NA,NA,19,15,1,10,5,4,5,2,10
"      355702401  1",0,0,0,34,15,1,10,4,4,4,2,10
"      355704401  2",1,0,0,30,15,1,11,4,5,4,2,10
"      355705101  1",0,0,0,49,15,1,10,5,2,5,2,10
"      355706301  2",0,0,0,40,15,1,10,4,4,3,2,10
"      355706901  1",1,0,1,47,15,1,10,4,5,5,2,10
"      355706901  3",NA,NA,NA,26,15,1,10,3,5,5,2,10
"      355707301  4",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355714401  2",NA,NA,NA,27,15,1,10,5,2,5,2,10
"      355802101  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355804301  2",0,0,0,32,15,1,10,5,5,5,2,10
"      355804301  5",NA,NA,NA,21,15,1,10,5,5,5,2,10
"      355805601  2",1,0,0,32,15,1,10,2,6,4,2,10
"      355805601  5",NA,NA,NA,14,15,1,10,2,6,4,2,10
"      355805701  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      355805701  6",NA,NA,NA,18,15,1,10,4,6,5,2,10
"      355805901  2",0,0,0,24,15,1,10,4,4,4,2,10
"      355810101  2",1,0,0,35,15,1,10,4,6,5,2,10
"      355811301  1",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      355901801  2",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      355901801  4",0,0,0,46,15,1,10,3,4,4,2,10
"      355905301  3",1,0,0,48,15,1,10,5,7,5,2,10
"      355905301  5",NA,NA,NA,12,15,1,10,2,7,5,2,10
"      355908901  1",1,0,1,25,15,1,10,4,4,5,2,10
"      355909301  2",1,0,1,49,15,1,10,5,3,5,2,10
"      355909701  1",NA,NA,NA,32,15,1,10,5,2,4,2,10
"      355914501  3",NA,NA,NA,17,15,1,10,5,3,5,2,10
"      356000301  2",0,0,0,31,15,1,10,4,3,4,2,10
"      356004601  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356004601  4",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356007201  2",0,0,0,38,15,1,10,5,5,5,2,10
"      356007801  1",NA,NA,NA,39,15,1,10,4,4,5,2,10
"      356008901  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356012201  1",NA,NA,NA,49,15,1,10,4,4,5,2,10
"      356012201  3",NA,NA,NA,23,15,1,10,5,4,5,2,10
"      356015401  1",0,0,0,37,15,1,10,4,8,4,2,10
"      356016001  1",0,0,0,36,15,1,10,4,4,4,2,10
"      356016001  2",NA,NA,NA,12,15,1,10,2,4,4,2,10
"      356101501  2",0,0,0,40,15,1,10,5,3,5,2,10
"      356102601  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356102802  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356102802  3",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356103401  2",0,0,0,33,15,1,10,5,3,5,2,10
"      356107501  2",0,0,0,34,15,1,10,5,7,5,2,10
"      356107501  3",NA,NA,NA,14,15,1,10,3,7,5,2,10
"      356109301  3",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356111801  1",NA,NA,NA,27,15,1,10,5,4,4,2,10
"      356111801  4",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      356201001  2",0,0,0,28,15,1,10,4,5,5,2,10
"      356201101  2",NA,NA,NA,NA,15,1,NA,NA,NA,3,NA,NA
"      356201701  4",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356205701  1",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356208701  1",0,0,1,45,15,1,10,5,5,5,2,10
"      356208701  4",NA,NA,NA,23,15,1,10,5,5,5,2,11
"      356210201  3",NA,NA,NA,31,15,1,10,5,6,5,2,10
"      356210201  4",0,0,0,35,15,1,10,5,6,5,2,10
"      356300501  1",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356303801  2",0,0,0,26,15,1,10,5,3,3,2,10
"      356304201  1",NA,NA,NA,26,15,1,10,3,5,4,2,10
"      356304201  4",1,0,0,20,15,1,10,4,5,4,2,1
"      356304901  2",0,0,0,27,15,1,10,5,2,4,2,10
"      356308301  2",0,0,0,42,15,1,10,5,4,5,2,10
"      356309501  2",0,0,0,45,15,1,10,5,5,5,2,10
"      356309501  3",NA,NA,NA,17,15,1,10,4,5,5,2,10
"      356309501  4",NA,NA,NA,15,15,1,10,3,5,5,2,10
"      356310401  3",NA,NA,NA,21,15,1,10,5,4,5,2,10
"      356316501  3",0,0,0,33,15,1,10,5,4,5,2,10
"      356400301  2",1,0,0,33,15,1,10,5,6,4,2,10
"      356400301  5",NA,NA,NA,31,15,1,10,5,6,4,2,10
"      356401901  2",0,0,0,36,15,1,10,5,5,5,2,10
"      356409601  2",0,0,0,30,15,1,10,4,4,5,2,10
"      356410101  3",0,0,0,23,15,1,10,4,4,5,2,10
"      356415501  2",0,0,0,33,15,1,10,2,4,4,2,1
"      356416401  3",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      356416401  4",1,0,1,23,15,1,10,5,7,5,2,10
"      356416701  2",0,0,0,35,15,1,10,5,4,5,2,10
"      356507201  2",0,0,0,30,15,1,10,5,3,3,2,10
"      356509201  1",0,0,0,39,15,1,10,4,3,5,2,10
"      356511501  1",0,0,0,27,15,1,10,5,3,3,2,10
"      356513801  1",NA,NA,NA,42,15,1,10,4,2,5,2,10
"      356513801  2",NA,NA,NA,18,15,1,10,4,2,5,2,10
"      356515501  2",0,0,0,28,15,1,10,5,4,4,2,10
"      356516001  2",0,0,0,30,15,1,10,4,3,4,2,10
"      356516601  3",1,0,0,24,15,1,10,5,7,5,2,10
"      356516701  2",0,0,0,38,15,1,10,3,6,5,2,10
"      356516701  4",NA,NA,NA,22,15,1,10,5,6,5,2,10
"      356600201  1",0,0,0,37,15,1,10,5,3,4,2,10
"      356600401  3",NA,NA,NA,21,15,1,10,5,3,4,2,10
"      356600501  2",0,0,0,37,15,1,10,3,4,4,2,1
"      356602101  1",NA,NA,NA,21,15,1,10,4,2,3,2,10
"      356602801  2",1,0,0,30,15,1,10,4,5,4,2,10
"      356606801  2",0,0,0,40,15,1,10,5,4,4,2,10
"      356608701  4",NA,NA,NA,27,15,1,10,4,5,4,2,10
"      356608701  5",NA,NA,NA,17,15,1,10,4,5,4,2,10
"      356609601  2",0,0,0,34,15,1,10,4,5,2,2,10
"      356609601  3",NA,NA,NA,14,15,1,10,3,5,2,2,10
"      356609601  4",NA,NA,NA,14,15,1,10,3,5,2,2,10
"      356611501  3",NA,NA,NA,18,15,1,10,5,5,4,2,10
"      356611501  4",NA,NA,NA,24,15,1,10,5,5,4,2,10
"      356700801  2",NA,NA,NA,39,15,1,10,3,5,3,2,10
"      356700801  3",NA,NA,NA,16,15,1,10,4,5,3,2,10
"      356701401  2",0,0,0,28,15,1,10,5,3,4,2,10
"      356703201  1",1,0,1,46,15,1,10,4,4,5,2,10
"      356703201  3",NA,NA,NA,12,15,1,10,2,4,5,2,10
"      356704001  2",0,0,0,33,15,1,10,5,4,4,2,10
"      356705301  2",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      356708401  2",0,0,0,35,15,1,10,4,5,4,2,10
"      356708401  5",NA,NA,NA,13,15,1,10,3,5,4,2,10
"      356709001  1",NA,NA,NA,34,15,1,10,4,6,4,2,10
"      356709001  3",NA,NA,NA,18,15,1,10,4,6,4,2,10
"      356711501  1",0,0,0,31,15,1,10,4,6,2,2,10
"      356711501  6",NA,NA,NA,34,15,1,10,5,6,2,2,1
"      356803301  1",NA,NA,NA,27,15,1,10,5,6,5,2,10
"      356803301  4",NA,NA,NA,25,15,1,10,5,6,5,2,10
"      356804401  1",1,0,1,48,15,1,10,5,4,3,2,1
"      356805701  2",0,0,0,44,15,1,10,4,8,4,2,10
"      356805701  7",NA,NA,NA,39,15,1,10,3,8,4,2,1
"      356810901  4",0,0,0,20,15,1,10,4,5,4,2,10
"      356812601  2",0,0,0,34,15,1,10,4,5,3,2,10
"      356817201  2",0,0,0,27,15,1,10,5,6,4,2,10
"      356819001  1",0,0,0,42,15,1,10,4,6,3,2,10
"      356819001  4",NA,NA,NA,14,15,1,10,3,6,3,2,10
"      356819501  2",0,0,0,32,15,1,10,4,4,3,2,10
"      356900401  2",0,0,0,29,15,1,10,5,4,2,2,10
"      356901801  2",NA,NA,NA,24,15,1,10,5,9,3,2,10
"      356901801  3",NA,NA,NA,34,15,1,10,4,9,3,2,10
"      356901801  5",NA,NA,NA,16,15,1,10,3,9,3,2,10
"      356902401  2",0,0,0,23,15,1,10,4,4,2,2,10
"      356902501  2",1,0,0,31,15,1,10,5,5,1,2,10
"      356903501  2",0,0,0,29,15,1,10,4,4,1,2,10
"      356904601  2",NA,NA,NA,12,15,1,10,2,4,2,2,10
"      356906801  1",0,0,0,29,15,1,10,4,3,3,2,10
"      356906802  2",0,0,0,24,15,1,10,4,4,3,2,10
"      356907601  2",1,1,1,30,15,1,10,4,4,4,2,10
"      357003601  2",NA,NA,NA,47,15,1,10,5,8,3,2,10
"      357003601  3",NA,NA,NA,20,15,1,10,4,8,3,2,10
"      357003601  4",NA,NA,NA,18,15,1,10,4,8,3,2,10
"      357003601  5",NA,NA,NA,14,15,1,10,3,8,3,2,10
"      357003601  6",NA,NA,NA,26,15,1,10,5,8,3,2,10
"      357009001  1",0,0,0,35,15,1,10,5,5,2,2,10
"      357009001  4",NA,NA,NA,13,15,1,10,1,5,2,1,10
"      357009501  2",0,0,0,41,15,1,10,4,5,3,2,10
"      357009501  4",NA,NA,NA,17,15,1,10,4,5,3,2,10
"      357009602  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357010101  1",NA,NA,NA,NA,15,1,NA,NA,NA,3,NA,NA
"      357010101  3",NA,NA,NA,45,15,1,10,3,5,3,2,1
"      357010101  4",NA,NA,NA,NA,15,1,NA,NA,NA,3,NA,NA
"      357010801  3",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      357011201  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357101801  2",0,0,0,18,15,1,10,4,3,3,2,10
"      357102001  1",NA,NA,NA,43,15,1,10,3,4,3,2,10
"      357102001  4",1,0,0,44,15,1,10,5,4,3,2,10
"      357102901  2",0,0,0,38,15,1,10,5,5,5,2,10
"      357108601  2",1,0,0,28,15,1,10,5,3,3,2,10
"      357110001  2",0,0,1,31,15,1,10,4,5,3,2,10
"      357110402  2",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      357110402  4",NA,NA,NA,15,15,1,10,3,5,4,2,10
"      357110403  2",0,0,0,35,15,1,10,4,5,3,2,10
"      357201501  2",0,0,0,23,15,1,10,5,4,4,2,10
"      357204301  2",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      357205801  2",0,0,0,38,15,1,10,4,7,3,2,10
"      357208101  1",1,0,0,43,15,1,10,4,3,5,2,10
"      357208101  2",NA,NA,NA,17,15,1,10,4,3,5,2,10
"      357208901  2",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      357209001  2",0,0,0,28,15,1,10,5,4,5,2,10
"      357302201  1",1,1,0,37,15,1,10,2,4,2,2,10
"      357302202  1",0,0,0,19,15,1,10,3,3,2,2,10
"      357305001  2",0,0,0,31,15,1,10,5,4,4,2,10
"      357306801  4",NA,NA,NA,27,15,1,10,5,5,5,2,10
"      357306801  5",NA,NA,NA,17,15,1,10,4,5,5,2,10
"      357308801  1",1,0,1,42,15,1,10,5,3,1,2,1
"      357309401  2",NA,NA,NA,22,15,1,10,3,2,1,2,10
"      357315101  2",0,0,0,38,15,1,10,3,5,5,2,10
"      357315201  1",1,0,0,33,15,1,10,5,3,3,2,10
"      357315501  2",0,0,0,35,15,1,10,4,4,2,2,10
"      357318201  2",0,0,0,31,15,1,10,2,5,2,2,10
"      357319301  3",0,0,0,22,15,1,10,4,5,2,2,10
"      357402201  1",1,0,0,28,15,1,10,5,4,4,2,10
"      357403701  2",0,0,0,39,15,1,10,5,6,5,2,10
"      357404501  2",0,0,0,27,15,1,10,4,5,3,2,1
"      357410001  3",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357411001  2",0,0,0,26,15,1,10,4,4,4,2,10
"      357411101  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357411901  2",0,0,0,34,15,1,10,5,4,4,2,10
"      357413501  4",0,0,0,33,15,1,10,4,7,5,2,10
"      357414001  1",0,0,0,37,15,1,10,5,5,5,2,10
"      357504201  2",0,0,0,28,15,1,10,5,3,5,2,10
"      357504801  2",0,0,0,31,15,1,10,5,3,4,2,10
"      357506401  2",0,0,0,39,15,1,10,4,5,5,2,10
"      357515701  2",1,0,0,47,15,1,10,5,4,5,2,10
"      357516301  1",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357601401  1",1,0,0,29,15,1,10,3,3,4,2,10
"      357605801  2",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      357606301  2",0,0,0,31,15,1,10,4,4,4,2,10
"      357606901  2",0,0,0,27,15,1,10,4,4,4,2,10
"      357608901  2",0,0,0,34,15,1,10,5,5,5,2,10
"      357608901  3",NA,NA,NA,13,15,1,10,3,5,5,2,10
"      357612301  1",1,1,1,26,15,1,10,5,2,3,2,10
"      357613501  2",0,0,0,31,15,1,10,5,2,4,2,10
"      357615101  1",NA,NA,NA,48,15,1,1,4,1,3,2,1
"      357701101  2",0,0,0,39,15,1,10,4,5,4,2,10
"      357701301  2",0,0,0,44,15,1,10,4,4,4,2,10
"      357701401  1",NA,NA,NA,44,15,1,10,5,3,5,2,10
"      357701401  2",NA,NA,NA,17,15,1,10,4,3,5,2,10
"      357701701  2",1,0,1,46,15,1,10,4,5,3,2,10
"      357701701  4",NA,NA,NA,26,15,1,10,5,5,3,2,10
"      357702801  1",0,0,0,41,15,1,10,5,3,2,2,10
"      357704102  2",0,0,0,29,15,1,10,4,4,2,2,10
"      357705101  1",0,0,0,42,15,1,10,3,4,5,2,10
"      357705101  3",NA,NA,NA,21,15,1,10,5,4,5,2,10
"      357705101  4",NA,NA,NA,14,15,1,10,3,4,5,2,10
"      357705302  1",0,0,0,35,15,1,10,5,5,4,2,10
"      357705801  1",0,0,0,32,15,1,10,4,4,2,2,10
"      357707101  2",0,0,0,30,15,1,10,3,5,2,2,10
"      357802001  2",NA,NA,NA,27,15,1,10,5,2,4,2,10
"      357802601  1",1,0,0,37,15,1,10,4,3,4,2,10
"      357803701  5",0,0,0,26,15,1,10,4,6,5,2,10
"      357804501  4",0,0,0,34,15,1,10,5,6,5,2,10
"      357805201  2",NA,NA,NA,30,15,1,10,4,10,5,2,10
"      357805201  9",0,0,1,32,15,1,10,5,10,5,2,10
"      357806201  1",1,1,1,38,15,1,10,4,2,4,2,10
"      357806201  2",NA,NA,NA,12,15,1,10,2,2,4,2,10
"      357809601  2",0,0,0,30,15,1,10,3,8,2,2,10
"      357810301  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357810301  4",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357811201  2",0,0,0,39,15,1,10,5,3,5,2,10
"      357815001  2",0,0,0,37,15,1,10,4,3,2,2,10
"      357815002  1",0,0,0,19,15,1,10,4,3,2,2,10
"      357900701  5",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357900701  6",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357900701  8",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      357902401  2",NA,NA,NA,38,15,1,10,5,4,5,2,10
"      357902401  3",NA,NA,NA,19,15,1,10,5,4,5,2,10
"      357904501  2",0,0,1,26,15,1,10,4,4,2,2,10
"      357904701  2",1,0,1,46,15,1,10,4,5,5,2,10
"      357904701  3",NA,NA,NA,24,15,1,10,5,5,5,2,10
"      357907101  2",0,0,0,36,15,1,10,3,5,4,2,10
"      357907101  5",NA,NA,NA,13,15,1,10,3,5,4,2,10
"      357908901  2",1,0,1,38,15,1,10,3,6,2,2,10
"      357911201  2",0,0,0,34,15,1,10,2,5,3,2,10
"      357911201  4",NA,NA,NA,12,15,1,10,1,5,3,1,10
"      357913601  2",NA,NA,NA,47,15,1,10,4,6,3,2,10
"      357913601  4",0,0,0,22,15,1,10,4,6,3,2,10
"      358001401  2",0,0,0,31,15,1,10,5,4,5,2,10
"      358002801  2",NA,NA,NA,29,15,1,10,4,5,4,2,10
"      358002801  5",NA,NA,NA,17,15,1,10,4,5,4,2,10
"      358003801  2",0,0,0,30,15,1,10,5,3,4,2,10
"      358004401  2",NA,NA,NA,NA,15,1,NA,NA,NA,3,NA,NA
"      358004701  2",0,0,0,40,15,1,10,3,5,5,2,10
"      358004701  4",NA,NA,NA,13,15,1,10,3,5,5,2,10
"      358006501  2",0,0,1,48,15,1,10,5,3,4,2,10
"      358008001  2",0,0,0,24,15,1,10,5,2,3,2,10
"      358008101  2",0,0,0,36,15,1,10,5,4,4,2,10
"      358012401  2",NA,NA,NA,44,15,1,10,4,6,5,2,10
"      358012401  3",NA,NA,NA,18,15,1,10,5,6,5,2,10
"      358100101  2",0,0,0,32,15,1,10,3,3,1,2,1
"      358100801  2",1,1,1,28,15,1,10,5,5,3,2,10
"      358102701  2",NA,NA,NA,27,15,1,10,5,7,2,2,10
"      358102701  3",NA,NA,NA,29,15,1,10,5,7,2,2,10
"      358102701  5",0,0,0,20,15,1,10,5,7,2,2,10
"      358104101  1",1,0,0,25,15,1,10,5,3,2,2,10
"      358104701  2",0,0,0,26,15,1,10,3,4,2,2,10
"      358104801  2",0,0,0,33,15,1,10,3,5,1,2,1
"      358106301  2",1,0,0,49,15,1,10,1,4,2,2,10
"      358107101  2",1,0,1,31,15,1,10,3,5,1,2,10
"      358201701  2",1,0,1,49,15,1,10,4,7,3,2,10
"      358201701  4",NA,NA,NA,26,15,1,10,4,7,3,2,5
"      358205801  1",1,0,1,43,15,1,10,3,4,3,2,1
"      358210301  2",0,0,0,41,15,1,10,4,5,2,2,1
"      358213901  2",0,0,0,29,15,1,10,5,4,3,2,10
"      358218801  2",0,0,0,37,15,1,10,4,3,3,2,10
"      358219201  2",0,0,0,32,15,1,10,4,4,2,2,10
"      358220001  2",NA,NA,NA,46,15,1,10,4,4,3,2,1
"      358220001  4",NA,NA,NA,21,15,1,10,5,4,3,2,10
"      358300701  1",1,1,1,44,15,1,10,4,5,3,2,10
"      358300701  3",NA,NA,NA,21,15,1,10,5,5,3,2,10
"      358300901  2",0,0,1,30,15,1,10,5,5,2,2,10
"      358301101  1",1,1,1,41,15,1,10,3,5,1,2,10
"      358304401  2",0,0,0,36,15,1,10,4,5,3,2,10
"      358304501  1",0,0,0,30,15,1,10,5,4,4,2,10
"      358305501  2",NA,NA,NA,NA,15,1,NA,NA,NA,4,NA,NA
"      358305501  4",NA,NA,NA,21,15,1,10,4,5,4,2,10
"      358305502  1",0,0,0,18,15,1,10,3,3,3,2,10
"      358307601  2",1,0,1,28,15,1,10,4,4,3,2,10
"      358308301  2",0,0,0,32,15,1,10,3,4,3,2,1
"      358308301  4",NA,NA,NA,21,15,1,10,4,4,3,2,1
"      358401401  2",NA,NA,NA,33,15,1,10,1,6,2,0,1
"      358401401  3",NA,NA,NA,16,15,1,10,3,6,2,2,10
"      358403401  1",0,0,1,30,15,1,10,4,4,2,2,10
"      358404101  3",1,1,1,28,15,1,10,4,7,1,2,10
"      358405301  2",0,0,0,37,15,1,10,4,3,2,2,1
"      358406101  2",0,0,0,41,15,1,10,3,5,3,2,10
"      358406101  5",NA,NA,NA,19,15,1,10,4,5,3,2,10
"      358406301  1",0,0,0,46,15,1,10,3,6,4,2,1
"      358406301  4",NA,NA,NA,16,15,1,10,3,6,4,2,10
"      358407001  1",NA,NA,NA,33,15,1,10,4,6,2,2,10
"      358407001  5",NA,NA,NA,16,15,1,10,3,6,2,2,10
"      358409201  2",1,0,0,35,15,1,10,3,5,3,2,10
"      358409301  3",NA,NA,NA,15,15,1,10,3,4,2,2,10
"      358502401  1",1,0,0,33,15,1,10,5,3,5,2,10
"      358502401  2",NA,NA,NA,12,15,1,10,2,3,5,2,10
"      358504101  1",1,1,1,33,15,1,10,5,3,5,2,10
"      358504201  1",1,0,1,23,15,1,10,4,1,4,2,10
"      358504601  2",NA,NA,NA,39,15,1,10,4,4,5,2,1
"      358504601  3",NA,NA,NA,15,15,1,10,3,4,5,2,10
"      358505001  2",0,0,0,44,15,1,10,4,4,5,2,10
"      358505301  2",0,0,0,29,15,1,10,4,3,4,2,10
"      358508101  1",0,0,0,36,15,1,10,5,4,5,2,10
"      358509401  2",NA,NA,NA,NA,15,1,NA,NA,NA,5,NA,NA
"      358513901  1",0,0,1,41,15,1,10,4,2,3,2,10
"      358600101  5",0,0,0,28,15,1,10,5,7,5,2,10
"      358602801  2",0,0,0,20,15,1,10,4,5,4,2,10
"      358603901  2",NA,NA,NA,15,15,1,10,3,4,5,2,10
"      358603901  3",NA,NA,NA,29,15,1,10,5,4,5,2,10
"      358610801  5",0,0,0,22,15,1,10,5,5,5,2,10
"      358612001  2",NA,NA,NA,38,15,1,10,5,5,5,2,10
"      358612001  5",NA,NA,NA,18,15,1,10,4,5,5,2,10
"      358612301  2",1,0,1,44,15,1,10,5,3,4,2,10
"      358613501  2",0,0,0,44,15,1,10,5,6,5,2,10
"      358613801  3",0,0,0,23,15,1,10,5,4,5,2,10
"      358617301  1",0,0,0,36,15,1,10,4,6,3,2,10
"      358617301  2",NA,NA,NA,19,15,1,10,4,6,3,2,10
"      358617301  3",NA,NA,NA,14,15,1,10,3,6,3,2,10
"      358701201  1",1,0,0,29,15,1,10,4,4,4,2,10
"      358701901  4",NA,NA,NA,19,15,1,10,5,4,3,2,10
"      358703601  2",0,0,0,39,15,1,10,5,5,5,2,10
"      358704201  2",1,0,0,30,15,1,10,3,5,2,2,10
"      358704201  5",NA,NA,NA,14,15,1,10,3,5,2,2,10
"      358707101  1",0,0,0,43,15,1,10,5,4,2,2,10
"      358707301  2",1,0,1,39,15,1,10,1,7,2,2,10
"      358707301  4",NA,NA,NA,15,15,1,10,3,7,2,2,10
"      358707601  3",1,1,1,45,15,1,10,4,7,4,2,10
"      358707601  6",NA,NA,NA,14,15,1,10,3,7,4,2,10
"      358708501  2",NA,NA,NA,25,15,1,10,5,5,3,2,10
"      358709101  1",0,0,0,35,15,1,10,3,5,4,2,10
"      358709101  5",NA,NA,NA,15,15,1,10,3,5,4,2,10
"      358802301  1",NA,NA,NA,40,15,1,10,5,4,4,2,10
"      358802301  3",NA,NA,NA,48,15,1,10,5,4,4,2,10
"      358802301  4",NA,NA,NA,26,15,1,10,5,4,4,2,10
"      358803801  4",NA,NA,NA,43,15,1,10,4,4,2,2,10
"      358804001  1",0,0,0,45,15,1,10,5,4,2,2,10
"      358807101  4",0,0,0,26,15,1,10,5,6,5,2,10
"      358810301  4",NA,NA,NA,NA,15,1,NA,NA,NA,2,NA,NA
"      358810301  5",NA,NA,NA,NA,15,1,NA,NA,NA,2,NA,NA
"      358818201  2",0,0,0,49,15,1,10,4,3,3,2,10
"      358818202  2",NA,NA,NA,17,15,1,10,4,3,2,2,10
"      358818202  3",NA,NA,NA,12,15,1,10,2,3,2,2,10
"      358818203  1",0,0,0,28,15,1,10,5,4,3,2,10
"      358819501  1",1,1,1,20,15,1,10,4,3,3,2,10
"      358820101  2",1,0,0,34,15,1,10,3,6,1,2,10
"      358820101  3",NA,NA,NA,13,15,1,10,3,6,1,2,10
"      358820101  5",NA,NA,NA,20,15,1,10,4,6,1,2,10
"      358900101  2",0,0,0,37,15,1,10,5,3,5,2,10
"      358901101  1",1,0,0,43,15,1,10,5,4,5,2,10
"      358902501  2",0,0,0,44,15,1,10,5,4,5,2,10
"      358908101  2",1,0,0,20,15,1,10,3,3,3,2,10
"      358909001  1",0,0,0,42,15,1,10,5,5,5,2,10
"      358912701  5",NA,NA,NA,29,15,1,10,5,7,5,2,10
"      359001901  2",0,0,0,30,15,1,10,5,3,3,2,10
"      359006001  2",0,0,0,26,15,1,10,4,5,5,2,10
"      359011101  1",0,0,0,27,15,1,10,5,6,4,2,10
"      359011301  1",0,0,0,38,15,1,10,5,4,5,2,10
"      359011301  2",NA,NA,NA,18,15,1,10,4,4,5,2,10
"      359011701  1",1,0,0,28,15,1,10,3,4,2,2,10
"      359013601  3",0,0,0,46,15,1,10,5,8,4,2,10
"      359015901  2",1,0,0,38,15,1,10,3,4,2,2,10
"      359019001  1",0,0,1,27,15,1,10,5,3,3,2,10
"      359100201  3",NA,NA,NA,39,15,1,10,5,3,5,2,10
